Unnamed: 0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age,emotion,shazam_link
28,liva weel,"drømmer man om den, vågner..",1951,pop,better sail midnight better dive pearl better ski aspen better feed squirrels better find horseshoe better lose head better think better say better sing right loud spot crowd better know better set dizzy better count basie band better coltrane better stand better better latest news better evans ballads better williams blue better hear lady check monterey better know better desi better route better kildare better quiz show fix better sing better hitchcock karloff flick switch better movies late night watch fight better circus elephants dance clown parade better peanuts popcorn fresh lemonade better rid midway better seal blow horn better shoot cannon better fresh ears corn better balance wire watch tigers leap better,113,0.0170897207899283,0.026486406786287,0.0007739938419628,0.000773993893073,0.0007739938114794,0.0007739938162087,0.0007739938154689,0.0796645572755044,0.7205565145482401,0.0809876481270162,0.0007739938663588,0.0651532325252422,0.0007739938128065,0.0007739938111872,0.0007739938313656,0.0007739938132737,0.6252572295028702,0.5331128374740404,0.9728915390477302,0.0170040485829959,0.6918796372629842,0.3403197377135301,obscene,0.9857142857142858,joy,https://www.shazam.com/track/214416815/dr%C3%B8mmer-man-om-den-v%C3%A5gner-man-aldrig-op-igen
32,the chordettes,carolina moon,1951,pop,moon shin shin wait moon pin pin place long hop tonight right window scatter light alright tell blue lonely dreamy moon shin wait pin place long hop tonight right window scatter light alright tell blue lonely dreamy moon,38,0.0016447368673235,0.0016447368593093,0.001644736884293,0.3974904504511861,0.0016447368809979,0.001644736856928,0.0016447368668021,0.0662012116044255,0.0016447368656617,0.09369901457013,0.0016447368968196,0.4179382701779092,0.0016447368536784,0.0016447370148619,0.0016447369489661,0.0016447368422511,0.2656774612801906,0.6222598261672179,0.9889558122046308,0.0,0.0587386644682605,0.1110833491496431,night/time,0.9857142857142858,anger,https://www.shazam.com/track/646676/carolina-moon
33,frankie laine,necessary evil,1951,pop,come motherfucker spit shit minutes chillin bitchin stuff frankly dont fuck intimate feel stuff feel like sit duck fuel cause theres weakness step fuckin bitch wanna test better caution extra warn mar yeah second horseman kill justify like family diss rest swaggin like rockstar limitless horrorcore bear mister death envy bitterness play rough fool piss presence perfect line spit sentence bless excrements holy shit endin want fight victim vengeance hook kill stone smother know flow super flow like fuckin know soul brother life like cover come punisher know gold hustlah pirate mafakka throath cutter know amazin controllin time space ancient mind razor rhyme alien laser eye cold roll dice crush glacier size fadin live high bitch think say straight think say clearly evil evil necessary prayers virgin diss hospital cemetary leave vast speculation quit rappin wack reputation write everyday lack termination education come motherfucker wanna packin chattin braggin demon rappin blastin smashin kickin jabbin peak game feel swaggin superrap flow little taste embrace feelin like waste greatest create dream replace fake reach overaged,173,0.0006265664553557,0.2443580759245977,0.083569965559698,0.0006265664626806,0.0133754266316903,0.0221811432910131,0.0006265664293906,0.1091289709585859,0.4589837412093324,0.0006265664366151,0.0006265664572703,0.0006265664549804,0.0006265664809273,0.0006265664832809,0.0006265664423323,0.0325808423753542,0.5223654283548144,0.528728559341589,0.8524094903709745,0.0,0.4084913437757625,0.1531267042574302,obscene,0.9857142857142858,anger,https://www.shazam.com/track/10719736/necessary-evil-with-paul-weston-and-his-orchestra
34,ghantasala,kanugona galano,1951,pop,work morning flight watch even burn away tear life leave trouble door leave know hold go leave strand grind hear heart music end learn away hear heart music end learn away maybe think think know know heart feel like garbo late night grande hotel live hold go leave strand grind hear heart music end learn away hold go leave strand grind hear heart music end learn away hear heart music end learn away,73,0.0007855459608217,0.0007855460145639,0.150690869353428,0.0007855460094298,0.0007855459556829,0.0007855460980037,0.0007855460467441,0.0901142312278355,0.000785545984677,0.1733106182210936,0.0007855460018675,0.085106247896903,0.0007855461484164,0.0007855459879564,0.4454687961567132,0.0450971390599353,0.4692949203942381,0.7456605902110094,0.9216866683601088,0.5819838056680161,0.611500412201154,0.6025901910049642,sadness,0.9857142857142858,sadness,https://www.shazam.com/track/87342958/kanugona-galano
36,les paul,the carioca,1951,pop,see carioca foxtrot polka little rhythm blue rhythm sigh meter tricky wicked wackywicky dance true dream carioca theme kiss sigh dream carioca music light go goodbye head better head dance begin arm lips carioca care polka realize blue hula bamboola tomorrow morning discover carioca lover dance true dream carioca theme kiss sigh dream carioca music light go say goodbye goodbye,60,0.0012531328465941,0.0012531329593842,0.0813597334882478,0.001253132854862,0.0012531328372752,0.0309505451101824,0.3845678800840667,0.0012531329596815,0.0012531329531298,0.1119224047407057,0.0012531329208547,0.2705065173874285,0.0012531328399449,0.0012531328444787,0.0012531328593601,0.049284710861405,0.5505252897216506,0.6824090454580416,0.4959834297022387,0.5040485829959515,0.8495465787304204,0.6426314815838092,romantic,0.9857142857142858,sadness,https://www.shazam.com/track/64876039/carioca
37,les paul,chicken reel,1951,pop,hahaha alright yeah alright even shoot complain things go want cliché life easy tough easy whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna thing dreamer think uncool preach better life learn school life live come life life easy tough life easy whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna things right need fighta life nicea elders polite hurt forget smile nation small good reward unite stand divide fall smile face greet life easy tough easy whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna smile face alright world better place smile face whatcha gonna whatcha gonna smile face yeah world better place smile face whatcha gonna whatcha gonna smile face smile world better place smile face yeah whatcha gonna whatcha gonna people smile hate screw lot happiness rasta know wish coulda come jamaica honolulu smile face good smile smile fine know vibes smile give inside smile look beautiful like come haha dimple cute hahaha happiness zeen smile,199,0.0003485535227537,0.018417243999769,0.3918787086344464,0.000348553511586,0.0257372445887564,0.0003485535069821,0.0003485535105948,0.0003485535257326,0.0003485535244163,0.0003485535202593,0.0003485535201363,0.0003485535261632,0.0003485535173607,0.2946503844236732,0.0349224253450026,0.0260842131144993,0.6360879454131919,0.6403353588185523,0.4839352248345631,0.7914979757085021,0.7454657873042043,0.5215065775828034,world/life,0.9857142857142858,anger,https://www.shazam.com/track/349759/chicken-reel
40,les paul,blue skies,1951,pop,blue sky smile blue sky bluebirds sing song bluebirds long shin bright things go right notice days hurry blue days go blue sky blue sky smile blue sky shin bright things go right notice days hurry blue days go blue sky blue sky,43,0.0013850415574329,0.001385041553937,0.001385041696435,0.0655066148157368,0.0013850415645627,0.0013850415547668,0.0013850415665896,0.0013850416501921,0.0013850415616596,0.6006329459604957,0.0013850415812627,0.2491536893758469,0.0013850415512466,0.0013850416174563,0.0013850415733388,0.0639311261640565,0.6350048738221598,0.6048765479578493,0.9919678634215496,0.847165991902834,0.4620774938169827,0.2842619309031472,music,0.9857142857142858,anger,https://www.shazam.com/track/11022422/blue-skies
44,les paul,dark eyes,1951,pop,light bright dark shit backstage alright cause tons trays tons smoke cars tons pain slice skin break heart religion second highs like badminton bathrooms hide flask bag good girls act kill hardly stronger single hour pass feel longer yeah hour glass pour grain get smaller drink come quicker star smoke cloud look like autumn tree pretty color black thoughts eye bloodshot music note know feel skin lick feel high kill drink girl smell sweet whiskey breath throw death girl sweet sexy mess throw death death death death death death death death death death feel feel motto take pills real need slow life like time lapse drug run time pass tell fuck need help young live life seat belt middle ocean pick seashells give detail live hell doubt time fuck feet fell california bear raise single female surf guess email tell stop need swear know felt pain pain killers wash away rain rain fall spot get go shoot maybe heart stop girl smell sweet whiskey breath throw death girl sweet sexy mess throw death death death death death death death death death death,182,0.0003580379591843,0.3781187914066113,0.0309342112181061,0.0003580379896536,0.0251271848883467,0.000358037968256,0.0325343243619186,0.0194805741014719,0.0937245465480812,0.0003580379900042,0.1355515038347023,0.0589510900859259,0.0003580379785269,0.0849943334911165,0.06682182705274,0.0433354260632042,0.6025127260911947,0.5772376483860215,0.992971880493856,0.8744939271255062,0.6094394064303379,0.2912691567544451,violence,0.9857142857142858,love,https://www.shazam.com/track/10178716/dark-eyes
53,asha bhosle,kotha mukunda,1952,pop,wander garden fence say bring great expense potion guarantee bring relief suffer say exist grasp firmly wrist throw strap torture rack argument mind bend course devious torment worse say speak voice weak tongue blame maybe speak shame brain idle think hasten reply like fool believe think somebody leave,48,0.0020242915369326,0.4323963105509871,0.0020242916213149,0.0020242915570853,0.0020242915100498,0.0020242915200863,0.00202429151886,0.4635940269865534,0.0020242916181564,0.0020242916914154,0.0020242915947801,0.0020242915480145,0.0324890335517149,0.0020242916700866,0.0020242916292307,0.0411562553703961,0.3793999783385682,0.5420608671127861,0.9849397439154056,0.5728744939271255,0.4332234130255565,0.2882660599610318,violence,0.9714285714285714,anger,https://www.shazam.com/track/87493968/kotha-mukunda
54,asha bhosle,awaz deta hai sola ka din,1952,pop,easier bitch leave happier face upstairs agonna stomp shout door gonna throw laundry hold shotgun dosido want cyrano easier bitch go little miss little miss little miss wrong little miss little miss little miss wrong gonna sound gong little miss little miss little miss wrong whatcha roll songs people thoughts handmedowns simply turn cook nice brain surgery mama awith monkey wrench little miss little miss little miss wrong gonna sound gong little miss little miss little miss wrong whatcha roll songs yeah wrong wrong wrong wrong wrong cigarettes gonna cough hear song piss fine dollar ninetynine little miss little miss little miss wrong gonna sound gong little miss little miss little miss wrong whatcha roll songs little miss little miss little miss little miss wrong wrong wrong wrong little miss little miss little miss little miss wrong wrong little miss little miss little miss little miss wrong yeah,148,0.0004314063899894,0.0313037714683319,0.0004314064008904,0.000431406411251,0.0169059906647064,0.3096002197529346,0.0059476581097878,0.0004314064175253,0.0558469904372962,0.0722088930404967,0.0004314064075383,0.0004314064176535,0.0004314064729447,0.0004314064329234,0.0004314064185449,0.4264571683737991,0.4996209249431388,0.6737430454067636,0.9969879487830812,0.000578947368421,0.703215169002473,0.2402165112664178,feelings,0.9714285714285714,anger,https://www.shazam.com/track/447413647/awaz-deta-hai-sola-ka-din
56,mohammed rafi,jahan men log sachhe ashikon ko,1952,pop,park bag pack kind heart look comfortable glow porch word come undo face ghost decide inside burn need kill breathe hold hand search breath leave hop someday breathe breathe open secrets truth distance shelter come view hang head break heart build tear apart burden anymore need kill breathe hold hand search breath leave hop someday breathe hurt want hurt go need kill breathe hold hand search breath leave hop someday breathe breathe need kill breathe hold hand search breath leave hop someday breathe breathe,84,0.0006925208125731,0.3928207515486527,0.0006925208282998,0.0006925207840428,0.0438319939842463,0.0006925208079897,0.0706504229977462,0.0006925208068962,0.0006925207868881,0.0006925207886285,0.0006925208086514,0.0332951945306526,0.0006925207839415,0.0006925208131806,0.4353507225281198,0.0006925208180369,0.5407776454023612,0.6615132169320308,0.9869477780600182,0.0,0.598103874690849,0.2522288984400713,sadness,0.9714285714285714,fear,https://www.shazam.com/track/426785648/jahan-men-log-sachhe-ashikon-ko
57,ghantasala,avanee nee pathi,1952,pop,feel take moment feel force veiny point tear hold point point clean stable face stay face fact fine say fine remember head manna hell drug need little think take like grow cry pavement hop face hear thing say couple days seat shake ask felt alright want hear truth want hear voice sound fine voice sound fine feel heartbeat take moment sleep alright veiny selfish fear restless night restless night blood sober feel audible crack tell curtain hang neck realize perfect teeth rip head look like paint know thoughts tire leak intact pray think angels end ambulances lord show dream daughter cry inside stomach felt,104,0.0006265664209447,0.3363648731640802,0.1102879602503559,0.0504507454792948,0.0006265664544209,0.0317184430365733,0.0006265664803475,0.13830556995641,0.0006265664417894,0.000626566476656,0.0548134536332696,0.000626566517623,0.0268799974332443,0.1284320559476532,0.0592517375974384,0.0376027661682705,0.3631539044730857,0.4717329436197215,0.9668674366138924,0.23582995951417,0.4208573784006597,0.3433228345069434,violence,0.9714285714285714,joy,https://www.shazam.com/track/447444847/avanee-nee-pathi
58,ghantasala,ee jagamantha natika,1952,pop,know baby hang touch weak strong know cope down stay need roses right arm sweet thorns know touch weak strong know cope down stay need touch weak strong know cope down stay need touch weak strong know cope down stay need,41,0.0385093735173252,0.0016447369552823,0.0016447368845851,0.1292796239070506,0.1038378426375705,0.0016447368493433,0.3934706726152527,0.2642688521807501,0.001644736883126,0.0016447368536098,0.0016447368982563,0.0016447368505038,0.0016447368927071,0.0016447368604647,0.0016447369413595,0.0492520557276754,0.4400519874363695,0.6060046663077199,0.9789156414815678,0.0007763157894736,0.7949299258037923,0.3993806413173263,romantic,0.9714285714285714,joy,https://www.shazam.com/track/45672822/ee-jagamantha-natika
62,les paul,smoke rings,1952,pop,tell smoke ring blow night circle blue white picture dream fade phantom parade care away night blow blow silky little ring little smoke ring care away night blow blow silky little ring little smoke ring,35,0.0016447368627256,0.0016447369484838,0.0016447368910726,0.0016447369752071,0.0016447368427264,0.1546681287113024,0.0016447368909899,0.0016447370110523,0.1285303907335883,0.3653028014143746,0.0016447369674675,0.2567574123604428,0.0016447368621778,0.0016447369001003,0.0717149501839578,0.0016447368422015,0.4324704862991444,0.6653077968361407,0.8875500879016948,0.0001548582995951,0.2425803792250618,0.3763568992344905,music,0.9714285714285714,fear,https://www.shazam.com/track/10855757/smoke-rings-feat-mary-ford
64,mukesh,hum tujhse mohabbat kar ke,1952,pop,fly high sing good bring sing like brother tell wanna cause wanna sing song wanna arm night long wanna know wanna peaceful feelin home summer thunder moonbright days northern light sky ablaze bring lover sing silver wing fiery trail sing bring wanna sing wanna sing song wanna arm night long wanna know wanna peaceful feelin home wanna sing song wanna arm night long wanna know wanna peaceful feelin home wanna peaceful feelin home,73,0.0008097166175746,0.0008097166046662,0.0008097166167235,0.0008097166843995,0.0008097166049102,0.0178692485906064,0.0748732845359193,0.0333413387066012,0.0008097166427865,0.3837209697868745,0.0008097166154401,0.144411369410067,0.0008097166198374,0.0008097166577309,0.0008097166098624,0.0831517768846605,0.701072240875122,0.7070738148347562,0.8614456440217311,0.0048380566801619,0.6001648804616652,0.1991741884231018,music,0.9714285714285714,joy,https://www.shazam.com/track/131598818/hum-tujhse-mohabbat
65,lata mangeshkar,paas nahin aaiye haath na lagaiye,1952,pop,letter straight heart near apart night write memorize line kiss sign darling read right start letter straight heart,18,0.0029239766187263,0.0029239767756791,0.0029239766289101,0.3196568853447825,0.002923976613563,0.0029239766081894,0.1763542046409268,0.0029239766815739,0.0029239768641887,0.2603837535427835,0.0029239767171506,0.0029239766420663,0.0029239766304112,0.0029239766225273,0.1997455066222846,0.002923976608563,0.4487165601646269,0.6552316488475245,0.7660640221526328,0.0,0.8588211046990931,0.5415272228722259,night/time,0.9714285714285714,sadness,https://www.shazam.com/track/156918736/paas-nahin-aaiye-haath-na-lagaiye
66,lata mangeshkar,main na janoon,1952,pop,watch sunrise tropic isle pyramid nile remember darlin belong market place algiers send photograph souvenirs remember dream appear belong maybe lonesome blue ocean silver plane jungle rain remember home belong ocean silver plane jungle rain remember home belong,38,0.045052310343492,0.0021052631732147,0.0021052633874828,0.002105263212597,0.002105263157895,0.0021052631641152,0.00210526326942,0.0461677083999398,0.0021052631873974,0.5557323970856449,0.0021052632049221,0.2603666490606726,0.0021052632299654,0.0021052631630656,0.0021052632389161,0.0021052631579137,0.6100942272284199,0.6140296900238442,0.9528111976016042,0.9230769230769232,0.9144682605111292,0.3353145763911745,music,0.9714285714285714,fear,https://www.shazam.com/track/47246711/main-na-janoon
68,asha bhosle,gullyachi shapath,1952,pop,fuck fuck fuck rise fuck bitch know power face fuckin cowards wanna disembowel hour home smoke joint beat shower dispose evidence couple downers know know friends high drink drive innocent fool smile cause punk blow block nigga motherfucker fuck motherfucker punk bitch punk motherfucker motherfucker motherfucker motherfucker high motherfucker high motherfucker high ride motherfucker motherfuckin meet park pussy semper ready fight amendment right guarantee regardless shit like night grab spit shit spite push button fuck recite poems mean shed light hypocrites sodomites incite riot twilight zone tonight cause fuck shut fuck straight punk blow block fuck life cold hell control insecure know fuck immature try grow hydro power bring twin tower gather qaeda cowards burn hell deserve know fuck brother berg shut fuck straight punk blow block,127,0.0006925207939982,0.040706090354753,0.000692520835335,0.0287260690645274,0.0006925207828669,0.0006925208072249,0.0006925207905478,0.0006925208307885,0.68816714613735,0.0006925208519285,0.0649381326340653,0.1225690357640469,0.0006925207955864,0.0006925208049075,0.0006925208003404,0.0006925207774064,0.7768872522473736,0.6233366664102761,0.985943760987712,0.0291497975708502,0.9412613355317396,0.4524353513342958,obscene,0.9714285714285714,anger,https://www.shazam.com/track/46053324/gullyachi-shapath
70,lata mangeshkar,judai ki khabar hoti agar,1952,pop,fame fruit tree unsound flourish stock grind fame time fly die forget remember update ruin outdated style life memory happen long theatre sadness long forget easy stop wonder wonder safe womb everlasting night darkness brightest light safe place deep earth know truly forget remember update ruin outdated style fame fruit tree unsound flourish stock grind fame time fly die fruit tree fruit tree know rain worry stand stare go fruit tree fruit tree open eye year know go,78,0.0010319917604988,0.0010319918465526,0.362443413484975,0.0567006065508879,0.001031991749129,0.0010319918713025,0.0010319917565085,0.0589334470973716,0.0436602224707768,0.0010319917928892,0.0010319918027053,0.4074683287930781,0.0010319918190769,0.0010319918065703,0.0010319918387979,0.0295671394420856,0.4357197010722409,0.5248057841704483,0.9989959829276938,0.6487854251012145,0.2291838417147568,0.1821566399270928,world/life,0.9714285714285714,fear,https://www.shazam.com/track/315420183/judai-ki-khabar-hoti-agar
73,lata mangeshkar,maagata maagata janm gele,1953,pop,help weakness hear drifter carry courtroom take away hasn pleasant time long know wrong judge cast robe aside tear come fail understand say outside crowd stir hear door inside judge step jury cry stop curse jury cry attendant nurse trial time worse bolt lightning strike courthouse shape rybody kneel pray drifter escape,52,0.0019493178945871,0.339023116705531,0.0019493178112156,0.1207895020828863,0.0019493177466233,0.0019493179732609,0.0019493177591935,0.1735710108911001,0.0019493177878581,0.0019493179278577,0.0019493178451949,0.0019493177885751,0.0019493177809977,0.0019493177437665,0.2977878008958245,0.0019493177519303,0.3848153362937291,0.5545727251749865,0.9819276926984868,0.694331983805668,0.4023083264633141,0.2842619309031472,violence,0.9571428571428572,anger,https://www.shazam.com/track/54933513/maagata-maagata-janm-gele
74,lata mangeshkar,chupke chupke (from ''paying guest''),1953,pop,choice life freedom voice government care health cigarettes liquor shelf propaganda feed hungry beast government best govern choice people voice anslinger shady lie congress say marijuana kill hemp fibers threaten paper mill,32,0.0040485830175921,0.383725256891939,0.0559990660170983,0.0040485830029249,0.0040485830099446,0.0040485830505488,0.0040485830226294,0.2357325488378189,0.0040485832474114,0.0040485832925375,0.0040485832360585,0.0040485830192444,0.2638143823098425,0.0040485830153575,0.0040485830340106,0.0040485829960386,0.5862666522257122,0.7371997025869804,0.8022086367556596,2.105263157894737e-05,0.6795136026380872,0.4914756096486696,violence,0.9571428571428572,anger,https://www.shazam.com/track/72240045/chupke-chupke-rutke-maine-dekha
75,asha bhosle,chahe kitna mujhe tum bulao ji,1953,pop,hadn lonely awake wonder wide world save give lonely heart demand cupid take hand hadn,15,0.0043859649199251,0.004385965287515,0.3388906036848872,0.0043859649979175,0.0043859649141395,0.004385964972274,0.00438596601905,0.0043859650400392,0.0043859649935301,0.004385964942369,0.0043859651430547,0.0043859651800646,0.0043859651275421,0.004385964947485,0.5865479901385906,0.0043859649127337,0.5418607169933933,0.564341204522729,0.9939758975661624,0.0363360323886639,0.8433635614179721,0.2051803820099286,sadness,0.9571428571428572,anger,https://www.shazam.com/track/111321416/chahe-kitna-mujhe-tum-bulao-ji
